,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,Unnamed: 20,Unnamed: 21,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized),Unnamed: 29,Unnamed: 30
123,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,38,Modified record,,,o,Completely romanized/printed cards romanized,,,,,,,,,,,,,,,
124,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,38,Modified record,,,r,Completely romanized/printed cards in script,,,,,,,,,,,,,,,
125,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,38,Modified record,,,s,Shortened,,,,,,,,,,,,,,,
126,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,38,Modified record,,,x,Missing characters,,,,,,,,,,,,,,,
127,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,39,Cataloging source,,,#,National bibliographic agency,,,,,,,,,,,,,,,
128,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,39,Cataloging source,,,|,No attempt to code,,,,,,,,,,,,,,,
129,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,39,Cataloging source,,,a,National Agricultural Library [OBSOLETE],,,,,,,,,,,,,,,
130,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,39,Cataloging source,,,b,National Library of Medicine [OBSOLETE],,,,,,,,,,,,,,,
131,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,39,Cataloging source,,,c,Cooperative cataloging program,,,,,,,,,,,,,,,
132,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,39,Cataloging source,,,d,Other,,,,,,,,,,,,,,,
133,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,39,Cataloging source,,,n,Report to [OBSOLETE],,,,,,,,,,,,,,,
134,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,39,Cataloging source,,,u,Unknown,,,,,,,,,,,,,,,
135,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,#,No illustrations,,,,,,,,,,,,,,,
136,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,|,No attempt to code,,,,,,,,,,,,,,,
137,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,a,Illustrations,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://rdaregistry.info/termList/IllusContent/1014,,,,
138,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,b,Maps,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://rdaregistry.info/termList/IllusContent/1008,,,,
139,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,c,Portraits,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://rdaregistry.info/termList/IllusContent/1012,,,,
140,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,d,Charts,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://id.loc.gov/vocabulary/millus/chr,,,,
141,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,e,Plans,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://rdaregistry.info/termList/IllusContent/1011,,,,
142,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,f,Plates,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://id.loc.gov/vocabulary/millus/plt,,,,
143,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,g,Music,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://id.loc.gov/vocabulary/millus/mus,,,,
144,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,h,Facsimiles,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://rdaregistry.info/termList/IllusContent/1002,,,,
145,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,i,Coats of arms,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://rdaregistry.info/termList/IllusContent/1001,,,,
146,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,j,Genealogical tables,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://rdaregistry.info/termList/IllusContent/1004,,,,
147,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,k,Forms,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://rdaregistry.info/termList/IllusContent/1003,,,,
148,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,l,Samples,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://rdaregistry.info/termList/IllusContent/1013,,,,
149,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,m,"Phonodisc, phonowire, etc.",,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://id.loc.gov/vocabulary/millus/pho,,,,
150,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,o,Photographs,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://rdaregistry.info/termList/IllusContent/1010,,,,
151,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,18-21,Illustrations,,,p,Illuminations,,,,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,http://rdaregistry.info/termList/IllusContent/1006,,,,
152,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,#,Unknown or not specified,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,,,,,,,
153,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,#,Unknown or not specified,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,,,
154,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,,,,,,,
155,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,,,
156,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,a,Preschool,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/pre,,,,
157,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,a,Preschool,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,,,
158,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,b,Primary,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,"http://id.loc.gov/vocabulary/maudience/pri

Remember to swap-in uwl/omr values",,,,
159,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,b,Primary,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,,,
160,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,c,Pre-adolescent,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/pad,,,,
161,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,c,Pre-adolescent,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,,,
162,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,d,Adolescent,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/ado,,,,
163,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,d,Adolescent,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,,,
164,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,e,Adult,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/adu,,,,
165,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,e,Adult,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,,,
166,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,f,Specialized,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/spe,,,,
167,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,f,Specialized,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,,,
168,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,g,General,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/gen,,,,
169,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,g,General,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,,,
170,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,j,Juvenile,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/juv,,,,
171,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,22,Target audience,,,j,Juvenile,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,,,
172,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,#,None of the following,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,,,,,,,
173,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,,,,,,,
174,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,a,Microfilm,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,Only narrower terms available in RDA and LOC vocabularies for carriers,https://doi.org/10.6069/uwlswd.dh5m-5y16#a,,,,
175,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,b,Microfiche,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,http://rdaregistry.info/termList/RDACarrierType/1022,,,,
176,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,c,Microopaque,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,http://rdaregistry.info/termList/RDACarrierType/1028,,,,
177,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,d,Large print,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,http://rdaregistry.info/termList/RDACarrierType/1049,,,,
178,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,d,Large print,,,,,,,http://rdaregistry.info/Elements/m/P30199,font size,IRI,,http://rdaregistry.info/termList/fontSize/1002,,,,
179,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,f,Braille,,,,,,,http://rdaregistry.info/Elements/e/P20061,form of tactile notation,IRI,,http://rdaregistry.info/termList/TacNotation/1001,,,,
180,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,f,Braille,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,,,,,
181,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,g,Punched paper tape [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,,,,,
182,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,g,Punched paper tape [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,https://doi.org/10.6069/uwlswd.dh5m-5y16#gx,,,,
183,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,h,Magnetic tape [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,http://metadataregistry.org/concept/show/id/3807.html,,,,
184,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,i,Multimedia [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,"value = ""Multimedia""",,,,
185,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,o,Online,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,http://rdaregistry.info/termList/RDACarrierType/1018,,,,
186,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,q,Direct electronic,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,Only narrower terms available in RDA and LOC vocabularies for carriers,https://doi.org/10.6069/uwlswd.dh5m-5y16#q,,,,
187,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,r,Regular print reproduction,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://metadataregistry.org/concept/show/id/3804.html,,,,
188,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,r,Regular print reproduction,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value = ""Regular print reproduction.""",,,,
189,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,s,Electronic,,,,,,,http://rdaregistry.info/Elements/m/P30002,has media type,IRI,,http://rdaregistry.info/termList/RDAMediaType/1003,,,,
190,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,23,Form of item,,,z,Other form of reproduction [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,,,,,
191,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,#,No specified nature of contents,,,,,,,,,,,,,,,
192,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,|,No attempt to code,,,,,,,,,,,,,,,
193,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,2,Offprints,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,identifier,,value = http://id.loc.gov/vocabulary/marcgt/off,,,,
194,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,5,Calendars,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/cal,,,,
195,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,6,Comics/graphic novels,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/cgn,,,,
196,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,a,Abstracts/summaries,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/abs ,,,,
197,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,b,Bibliographies,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Includes [value]""",,,,
198,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,c,Catalogs,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/cat,,,,
199,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,d,Dictionaries,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/dic,,,,
200,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,e,Encyclopedias,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/enc,,,,
201,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,f,Handbooks,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/han,,,,
202,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,g,Legal articles,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/lea,,,,
203,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,h,Handbooks [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,"code hasn't been repurposed, so no risk in mapping this obsolete code value",value = http://id.loc.gov/vocabulary/marcgt/han,,,,
204,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,i,Indexes,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/ind,,,,
205,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,j,Patent document,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/pat,,,,
206,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,k,Discographies,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Includes [value]""",,,,
207,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,l,Legislation,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/leg,,,,
208,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,m,Theses,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/the,,,,
209,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,n,Surveys of literature in a subject area,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/sur,,,,
210,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,o,Reviews,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/rev,,,,
211,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,p,Programmed texts,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = http://id.loc.gov/vocabulary/marcgt/pro,,,,
212,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,q,Filmographies,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Includes [value]""",,,,
213,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,r,Directories,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,value = http://id.loc.gov/vocabulary/marcgt/dir ,,,,
214,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,s,Statistics,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,value = http://id.loc.gov/vocabulary/marcgt/sta,,,,
215,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,t,Technical reports,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,value = http://id.loc.gov/vocabulary/marcgt/ter,,,,
216,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,u,Standards/specifications,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,,,
217,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,v,Legal cases and case notes,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,,,
218,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,w,Law reports and digests,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,,,
219,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,x,Technical reports [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,treat x as t,,,,
