,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,Unnamed: 20,Unnamed: 21,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
333,?,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,l,Local,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,see also 006/11
334,?,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,m,Multistate,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,see also 006/11
335,?,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,o,Government publication--level undetermined,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,see also 006/11
336,?,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,s,"State, provincial, territorial, dependent, etc.",,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,see also 006/11
337,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,u,Unknown if item is government publication,,,,,,,,,,,,,
338,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,z,Other,,,,,,,,,,,,,
339,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,29-34,Undefined,,,,,,,,,,,,,,,,,
340,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,#,No determinable frequency,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
341,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
342,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,a,Annual,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
343,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,b,Bimonthly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
344,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,c,Semiweekly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
345,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,d,Daily,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
346,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,e,Biweekly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
347,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,f,Semiannual,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
348,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,g,Biennial,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
349,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,h,Triennial,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
350,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,i,Three times a week,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
351,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,j,Three times a month,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
352,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,k,Continuously updated,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
353,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,m,Monthly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
354,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,q,Quarterly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
355,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,s,Semimonthly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
356,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,t,Three times a year,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
357,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,u,Unknown,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
358,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,w,Weekly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
359,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,z,Other,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,compare with RDA VES frequency
360,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,19,Regularity,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
361,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,19,Regularity,,,n,Normalized irregular,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,see also 008/18 and  006/02
362,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,19,Regularity,,,r,Regular,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,see also 008/18 and  006/02
363,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,19,Regularity,,,u,Unknown,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
364,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,19,Regularity,,,x,Completely irregular,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,structured,,,,see also 008/18 and  006/02
365,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,#,No ISSN center code assigned,,,,,,,,,,,,,
366,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,|,No attempt to code,,,,,,,,,,,,,
367,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,0,International Center,,,,,,,,,,,,,
368,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,1,United States,,,,,,,,,,,,,
369,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,2,United Kingdom,,,,,,,,,,,,,
370,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,3,Australia [OBSOLETE],,,,,,,,,,,,,
371,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,4,Canada,,,,,,,,,,,,,
372,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,5,Moscow Regional Centre [OBSOLETE],,,,,,,,,,,,,
373,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,6,Federal Republic of Germany [OBSOLETE],,,,,,,,,,,,,
374,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,7,France [OBSOLETE],,,,,,,,,,,,,
375,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,8,Argentina [OBSOLETE],,,,,,,,,,,,,
376,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,9,Japan [OBSOLETE],,,,,,,,,,,,,
377,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,u,Unknown [OBSOLETE],,,,,,,,,,,,,
378,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,z,Other,,,,,,,,,,,,,
379,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,#,None of the following,,,,,,,,,,,,,
380,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,|,No attempt to code,,,,,,,,,,,,,
381,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,d,Updating database,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also (006/04)
382,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,g,Magazine,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also (006/04)
383,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,h,Blog,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also (006/04)
384,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,j,Journal,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also (006/04)
385,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,l,Updating loose-leaf,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also (006/04)
386,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,m,Monographic series,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also (006/04)
387,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,n,Newspaper,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also (006/04)
388,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,p,Periodical,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also (006/04)
389,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,r,Repository,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also (006/04)
390,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,s,Newsletter,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also (006/04)
391,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,t,Directory,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also (006/04)
392,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,w,Updating Web site,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also (006/04)
393,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,#,None of the following,,,,,,,,,,,,,
394,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,|,No attempt to code,,,,,,,,,,,,,
395,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,a,Microfilm,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,
396,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,b,Microfiche,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,
397,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,c,Microopaque,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,
398,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,d,Large print,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,
399,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,e,Newspaper format,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,
400,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,f,Braille,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,
401,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,g,Punched paper tape [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,
402,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,h,Magnetic tape [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,
403,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,i,Multimedia [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,
404,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,o,Online,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,compare with 006/05
405,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,q,Direct electronic,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,compare with 006/06
406,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,s,Electronic,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,compare with 006/07
407,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,x,Other physical medium [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,compare with 006/08
408,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,z,Other physical medium [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,compare with 006/09
409,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,#,None of the following,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
410,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
411,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,a,Microfilm,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
412,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,b,Microfiche,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
413,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,c,Microopaque,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
414,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,d,Large print,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
415,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,f,Braille,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
416,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,g,Punched paper tape [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
417,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,h,Magnetic tape [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
418,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,i,Multimedia [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
419,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,o,Online,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
420,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,q,Direct electronic,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
421,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,r,Regular print reproduction,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
422,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,s,Electronic,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
423,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,z,Other form of reproduction [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
424,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,#,No specified nature of entire work,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
425,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
426,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,5,Calendars,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
427,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,6,Comics/graphic novels,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
428,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,a,Abstracts/summaries,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
