,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized),Unnamed: 29,Unnamed: 30
124,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,32,Cumulative index availability [OBSOLETE],,,|,No attempt to code,,,,,,,,,,,,,,,
125,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,32,Cumulative index availability [OBSOLETE],,,0,No cumulative index available,,,,,,,,,,,,,,,
126,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,32,Cumulative index availability [OBSOLETE],,,1,Cumulative index available,,,,,,,,,,,,,,,
127,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,32,Cumulative index availability [OBSOLETE],,,u,Unknown,,,,,,,,,,,,,,,
128,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,#,No alphabet or script given/no key title,,,,,,,http://rdaregistry.info/Elements/e/P20065,has script,,,,,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
129,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/e/P20065,has script,,,,,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
130,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,a,Basic roman,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Original alphabet or script of title: [value]""",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
131,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,b,Extended roman,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Original alphabet or script of title: [value]""",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
132,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,c,Cyrillic,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Original alphabet or script of title: [value]""",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
133,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,d,Japanese,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Original alphabet or script of title: [value]""",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
134,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,e,Chinese,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Original alphabet or script of title: [value]""",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
135,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,f,Arabic,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Original alphabet or script of title: [value]""",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
136,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,g,Greek,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Original alphabet or script of title: [value]""",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
137,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,h,Hebrew,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Original alphabet or script of title: [value]""",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
138,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,i,Thai,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Original alphabet or script of title: [value]""",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
139,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,j,Devanagari,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Original alphabet or script of title: [value]""",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
140,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,k,Korean,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Original alphabet or script of title: [value]""",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
141,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,l,Tamil,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Original alphabet or script of title: [value]""",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
142,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,u,Unknown,,,,,,,,,IRI,,,,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
143,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,33,Original alphabet or script of title,,,z,Other,,,,,,,,,,,,,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (continuing resources)"" .",,
144,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,34,Entry convention,,,|,No attempt to code,,,,,,,,,,,,,,,
145,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,34,Entry convention,,,0,Successive entry,,,,,,,,,,,,,COMPARE WITH 006/17,,
146,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,34,Entry convention,,,1,Latest entry,,,,,,,,,,,,,,,
147,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,34,Entry convention,,,2,Integrated entry,,,,,,,,,,,,,COMPARE WITH 006/17,,
148,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,#,No relief shown,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#%23,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
149,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,#,No relief shown,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief type,,,,,,,
150,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,,,,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
151,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief type,,,,,,,
152,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,a,Contours,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief type,,,,,"See also 006/01-04, 500$a",,
153,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,a,Contours,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#a,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
154,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,b,Shading,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#b,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
155,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,c,Gradient and bathymetric tints,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#c,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
156,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,d,Hachures,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#d,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
157,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,e,Bathymetry/soundings,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#e,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
158,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,f,Form lines,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#f,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
159,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,g,Spot heights,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#g,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
160,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,h,Color [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#hx,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
161,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,h,Color [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief type,,,,,,,
162,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,i,Pictorially,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#i,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
163,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,j,Land forms,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#j,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
164,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,k,Bathymetry/isolines,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#k,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
165,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,m,Rock drawings,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#m,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
166,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,18-21,Relief,,,z,Other relief type,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,IRI,,http://marc21rdf.info/terms/maprel#z,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 008 /18-21 [identifier] (maps)"" .",,
167,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,##,Projection not specified,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,,,http://marc21rdf.info/terms/mappro#%23%23,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
168,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
169,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,aa,Aitoff,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
170,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,ab,Gnomic,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
171,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,ac,Lambert's azimuthal equal area,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
172,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,ad,Orthographic,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
173,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,ae,Azimuthal equidistant,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
174,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,af,Stereographic,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
175,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,ag,General vertical near-sided,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
176,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,am,Modified stereographic for Alaska,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
177,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,an,Chamberlin trimetric,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
178,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,ap,Polar stereographic,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
179,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,au,"Azimuthal, specific type unknown",,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
180,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,az,"Azimuthal, other",,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
181,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,ba,Gall,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
182,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bb,Goode's homolographic,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
183,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bc,Lambert's cylindrical equal area,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
184,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bd,Mercator,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
185,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,be,Miller,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
186,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bf,Mollweide,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
187,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bg,Sinusoidal,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
188,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bh,Transverse Mercator,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
189,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bi,Gauss-Kruger,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
190,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bj,Equirectangular,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
191,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bk,Krovak,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
192,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bl,Cassini-Soldner,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
193,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bo,Oblique Mercator,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
194,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,br,Robinson,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
195,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bs,Space oblique Mercator,,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
196,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bu,"Cylindrical, specific type unknown",,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
197,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,22-23,Projection,,,bz,"Cylindrical, other",,,,,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,IRI,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,
